id_cnpj,prob_default,score_credito,risco_credito,total_boletos,n_default,pct_default,defaultou
0aaee33205e1870e970583ca8149e2fe550472b64174506b3be4a343f0a3066b,0.01849195763724928,98.15080423627506,BAIXO,1,0,0.0,0
0ab1691180326bda86b99e6148f20c44fd2111221753284e76136a500b64b4d9,0.10114985972622519,89.88501402737748,BAIXO,1,0,0.0,0
0adf615e9a09fb5a00ddef47f2465dede27c36408c3530f8bdcb9699c3846da4,0.9620796002853538,3.7920399714646225,ALTO,1,1,1.0,1
0b057b9bde17c211b0e24e24929716327c205118ff5a6b097f7a9e9af7f7627b,0.004775137513939544,99.52248624860604,BAIXO,1,0,0.0,0
0b062d2482f706210306e717746bb8b3aeb5af5e82ce95ffbbb65a75d61c924b,0.12211966140933936,87.78803385906606,BAIXO,1,0,0.0,0
0b89b9385625b398f7c2623e41b06ea4ca584ea98d9f3573807e9496be522156,0.006211152598796662,99.37888474012033,BAIXO,1,0,0.0,0
0bb97ec0521e08a35983fe9d55e415f2e43f668450c35493696df8ade19d556a,0.007220471475506399,99.27795285244936,BAIXO,1,0,0.0,0
0c0963a3a91114d4fe5b5126438afec40504c7ede2c68c66920e3557d7abd0df,0.06134559225503318,93.86544077449668,BAIXO,1,0,0.0,0
0c0be5bd552989d7db1704aa0822714ea45660dd0b0b49d3a3d3f400a748226f,0.03631442112207686,96.36855788779232,BAIXO,1,0,0.0,0
0c1f08e91554bebcefc838621cb090bb204cc535d1aea98cb59f8e15ec10dfda,0.30962757758103,69.037242241897,MEDIO,4,0,0.0,0
0c2b783b4ccde2646c4414c11d604a5c2721b447e2401d29c5e4634792516a92,0.011352860687341659,98.86471393126584,BAIXO,1,0,0.0,0
0c2f4c8d22d572cf22e332ba94a42fdd1bd2b8604599d147fc92af3695cdbc9d,0.04322310122341701,95.6776898776583,BAIXO,1,0,0.0,0
0c2fa606f8eba50f960b42ecda8bc834c23fd2d5a4e31da5f603848762dcc220,0.16991422959813474,83.00857704018652,MEDIO,1,0,0.0,0
0c3500c30be99650582f3dfb5395cbbddc9b29b17c56b0f16ba7ed8656aafb2e,0.23167934253577344,76.83206574642266,MEDIO,1,0,0.0,0
0c4125d1cd344c778f7d8939fcee70f47461450b318e537694dd57d3ea706b9e,0.006218209842931901,99.37817901570682,BAIXO,1,0,0.0,0
0c46a094773e9d580c9d774dcfba5df93247b943bf4d72128e51532043bcea8d,0.011736938007488299,98.82630619925116,BAIXO,1,0,0.0,0
0c67dfdd465965b86a93b08f5871d216570ff3115e8fd7d633c1cd61472eeb8c,0.32227779762100217,67.77222023789979,MEDIO,1,0,0.0,0
